price,feature1,feature2,feature3
381.0736788,999.0726456,999.0470901,1270.059868
558.3493928,999.4985941,1000.8655,1195.182047
451.8041724,1000.568001,999.1541685,1991.861085
451.7914013,1001.071398,998.888511,1943.979954
442.1720279,998.5647248,999.8786533,1187.221689
488.7869177,999.9418436,999.8617499,1493.901797
433.0937696,1000.292605,999.1114138,1590.702009
518.0070966,999.5800505,1000.431354,1071.005702
511.6945465,1000.115484,1000.067286,1685.091385
334.8945962,997.2576222,999.3205747,1868.289098
490.7848931,1000.394063,999.7071924,1879.050627
510.4635657,999.8540904,1000.097368,1152.975729
565.0254089,1000.763044,1000.341619,1712.552332
542.3014051,1000.399613,1000.282716,1927.341165
655.4261981,999.2263647,1002.030066,1915.628215
433.5175302,997.9641006,1000.241533,1760.102817
373.0619075,997.143901,999.8076721,1457.475787
517.322,999.5008805,1000.395907,1832.948394
609.9695554,1001.266981,1000.721655,1241.994318
401.280337,998.4372626,999.598788,1722.018025
540.7438189,1000.671365,1000.175691,1756.423528
410.5382496,998.9044637,999.4918913,1681.198178
441.7417974,1000.370811,999.1607169,1897.765764
448.7013865,998.0822159,1000.189822,1407.136019
377.5704261,998.1010404,999.4188003,1848.75992
450.8517862,1000.158859,999.456019,1921.807439
695.0806435,1000.427126,1001.976475,1959.2018
548.9485125,1001.418989,999.9052178,1766.662104
479.7088766,999.704239,999.9872333,1128.845736
345.0118199,1000.490214,997.9974462,1866.24383
576.8525517,999.1020792,1001.208424,1183.155252
337.9512948,1000.925944,997.7883909,1688.357168
466.8394786,999.3720608,999.905405,1669.638733
429.9154129,999.212101,999.5509449,1273.381523
567.8818928,998.7041887,1001.337092,1392.020641
422.7785261,998.9685854,999.5992829,1776.283934
559.7847254,1000.945341,1000.366973,1781.656157
503.7568725,1000.414598,999.8485481,1997.131573
355.3522888,998.9679269,998.7981666,1967.883047
622.3714738,1000.342952,1001.216479,1480.779715
450.9760715,999.6291172,999.5479968,1214.588557
591.7141351,1001.755561,1000.251791,1110.003676
522.4299342,1000.986059,999.9286447,1930.457352
474.0863464,1001.230708,999.1058256,1510.168267
423.0524339,1000.414412,998.9609645,1894.687688
466.7044581,999.1000424,1000.002301,1432.551172
481.9254704,1000.264272,999.6739062,1377.969089
362.9186761,999.1903167,998.9248684,1666.057593
566.0576394,1000.021978,1000.713128,1144.367553
457.0595881,999.786092,999.6122661,1474.699179
580.8806048,1000.44705,1000.778594,1874.612822
497.339219,999.4340662,1000.106348,1172.770207
519.1723752,999.8299346,1000.347423,1188.088679
640.4048526,1000.762021,1001.218685,1216.990353
477.2583976,1000.757732,999.4224863,1557.090109
506.5037055,999.0898243,1000.499932,1820.794878
634.2482933,1000.924756,1001.064115,1779.994436
311.8713776,998.4569075,998.5627628,1487.509835
556.6121543,1000.73971,1000.304541,1540.522126
446.3603152,1001.192008,998.9160846,1365.054046
543.8302791,999.3775167,1000.758774,1542.068146
617.615099,998.3812841,1002.110031,1279.245658
491.5512871,1001.380947,999.3406309,1221.360789
441.9052267,1000.368151,999.2039146,1285.786033
418.4571784,998.8689003,999.5848688,1492.226885
524.473484,999.3373837,1000.589526,1374.963455
483.1348271,999.864674,999.8396374,1980.852156
622.997643,999.6936341,1001.458936,1358.576285
424.6084077,1000.505482,998.8761662,1374.690824
515.1475399,999.0919913,1000.523911,1780.807951
496.8904767,1000.627633,999.7558292,1964.191731
534.234367,1001.46581,999.7679981,1599.616904
627.3802761,1001.173998,1000.868091,1877.021044
460.0232903,1000.473867,999.3747623,1323.924314
338.1338417,999.2123982,998.5209734,1067.866686
397.6205962,998.9533222,999.3841552,1093.168739
562.057936,1000.215619,1000.658057,1173.436838
504.6938964,999.3325218,1000.297039,1840.81478
490.997874,999.8161292,999.8989155,1456.857522
361.4264052,998.9540643,998.8652622,1649.909663
608.1280402,1000.82032,1000.848692,1673.834506
625.0793861,1000.92165,1001.062479,1389.992065
461.3807861,999.5276144,999.8255073,1625.676561
533.0721081,1000.785952,999.9930946,1737.389523
438.265406,999.3785231,999.5531243,1834.465824
404.1423947,999.7973484,998.9691579,1913.383253
458.5278977,998.9272881,1000.06512,1718.496204
455.139534,999.85457,999.4714155,1239.662993
521.8795946,1001.558375,999.5682358,1938.563305
507.0979898,998.9973328,1000.584286,1925.790809
480.8069403,998.5042365,1000.414976,1971.459606
539.6839973,1001.416978,999.8819258,1709.649452
376.3262553,999.9260163,998.6982925,1765.312154
449.458484,998.3140404,1000.193772,1812.253906
457.7779463,999.4857977,999.6714778,1104.578638
531.1634176,1001.139674,999.871218,1635.505446
599.8118558,1001.162242,1000.489624,1226.825933
526.6736176,1001.064102,999.7338506,1087.398976
512.1515175,1000.023462,1000.199058,1542.11126
510.0295087,999.2646123,1000.418223,1866.841418
391.2654758,1002.180464,997.8293756,1929.00492
593.6677957,999.6459546,1001.412264,1614.529109
415.6070868,999.3185963,999.4106555,1512.364626
469.0728386,1000.303462,999.6361612,1590.969812
485.2247759,1000.70309,999.4281625,1090.065626
354.9288423,999.2333839,998.6616797,1098.947532
316.636848,997.9274264,998.9110755,1079.419251
464.4449481,1000.259984,999.4908319,1086.875408
649.3959165,999.7144549,1001.84321,1403.778833
474.0250135,999.579237,999.8863511,1321.732794
551.5600604,999.3974992,1000.754443,1411.075971
631.8891574,998.6077198,1002.117718,1191.362719
597.7125717,1001.810554,1000.341769,1382.076162
532.6287977,1000.006586,1000.363869,1632.185228
445.5828214,999.0692661,999.7992202,1170.434243
599.9238261,998.6434569,1001.782647,1255.213052
375.9593804,999.7132541,998.7980937,1737.255674
581.9074848,1000.122305,1000.890032,1626.506168
464.9944057,999.0550036,1000.017993,1324.536498
417.2388721,1000.047373,999.1117139,1131.579544
570.6460653,999.5210715,1001.122743,1184.321907
414.754452,1001.410538,998.3548282,1185.882683
578.2240203,1001.587845,1000.146205,1827.867025
405.9289895,999.8644252,998.8868793,1763.375652
626.6797543,1000.777182,1001.025936,1485.901559
484.0195265,998.8566593,1000.404556,1970.630607
275.3333753,998.4316393,998.2427503,1677.337195
531.6619389,1001.505407,999.7965957,1897.651001
223.3467928,999.9064129,996.995651,1816.451032
637.7789691,1000.008147,1001.562381,1090.785264
553.8799961,1000.093128,1000.520123,1787.306625
487.7379163,999.6156513,1000.103249,1641.85945
439.0902596,998.2373451,1000.040329,1562.138837
378.0406983,999.0942819,998.9592025,1351.026742
379.2366912,1000.609071,998.3956184,1371.502345
537.1252403,1000.309024,1000.207686,1327.258355
553.1238781,1000.689045,1000.312159,1299.500602
505.6927088,999.8592635,1000.163332,1505.011298
421.5380653,1000.036242,999.1958021,1530.616022
510.8850498,1000.411648,999.8671709,1370.139409
567.194706,1001.418154,1000.004672,1638.711413
697.707158,1002.108637,1001.2051,1131.656869
388.7466322,999.3491565,999.0512466,1714.200202
578.3290181,1002.299487,999.8873847,1853.093436
734.2765031,1002.20078,1001.743988,1226.972384
449.3281449,999.1218589,999.8306809,1626.47627
512.049049,1001.485632,999.4277075,1667.45667
357.2959145,998.6995247,998.9770215,1208.838273
360.2321249,998.0336363,999.2782637,1066.65595
395.1204533,999.642413,999.060689,1823.351551
423.700017,1000.493348,998.9079763,1592.700662
443.8098389,999.4200827,999.6454565,1618.53277
595.9658197,1001.964374,1000.151594,1946.057984
515.5618128,1000.456409,999.9284258,1818.192417
531.9290881,1000.754948,1000.00399,1752.379469
530.1350863,1000.635107,1000.068194,1477.35165
448.6324058,998.488895,1000.126581,1905.307738
527.6158769,999.2297624,1000.637829,1673.933796
453.4582975,1000.082687,999.4434713,1075.763079
417.5412263,999.2136084,999.515523,1835.364566
656.9730857,999.104266,1002.208186,1755.656226
546.2313799,1001.662902,999.8455812,1390.754242
492.9359194,999.3252644,1000.20817,1999.766717
379.9091337,999.320382,998.9560838,1100.138233
511.3667078,1002.137955,999.1767521,1554.657354
503.5141998,999.9858902,1000.032261,1301.009076
519.4605525,1000.930656,999.772336,1691.351496
611.1476369,1000.535153,1000.952941,1872.744047
411.0515778,999.8669889,999.0741561,1054.470573
403.4130155,1000.286529,998.8293501,1943.55794
496.7541506,999.6005398,1000.103063,1537.851802
466.0044087,999.9571106,999.5753297,1171.76622
528.1286134,1000.143374,1000.29682,1809.220097
633.4512533,1001.839829,1000.761759,1190.300794
567.0449779,999.5659289,1000.912522,1592.239226
435.0984911,998.8105589,999.8216568,1532.316108
537.9288848,998.7599495,1001.027929,1285.893939
452.7104444,999.3869093,999.849591,1977.61825
609.3840753,1000.841563,1000.802756,1120.822159
396.1965711,999.3328882,999.1548409,1603.243865
504.4313726,1000.069202,1000.018398,1951.0438
626.6942779,1000.141367,1001.381057,1983.761212
493.0120178,1001.347451,999.4250632,1142.386257
724.4718757,1001.785056,1001.73542,1336.760238
713.4666735,1000.064546,1002.333509,1342.199028
565.1918456,1001.022786,1000.281459,1102.652122
551.573728,999.2961465,1000.886077,1885.091112
451.8976478,1000.630223,999.186691,1489.908457
565.9672307,999.8998852,1000.893833,1547.396859
367.7919044,999.2542594,998.9035762,1717.078918
576.3214434,1001.249933,1000.393858,1561.821895
579.4284309,999.4625059,1001.201761,1848.332134
489.0976077,999.6934125,999.953808,1206.82361
487.1879388,1000.586702,999.6137539,1329.100228
621.118856,1000.975465,1000.901963,1214.938714
481.9070414,998.7996651,1000.339254,1810.56946
700.9836803,1001.612935,1001.582289,1399.597612
599.9911809,999.6051177,1001.338341,1973.471729
522.3588837,999.4314996,1000.576953,1914.004227
646.8239136,1001.165662,1001.079253,1495.122458
568.6131874,999.8512246,1000.823257,1408.337241
511.2982453,1001.47255,999.3710196,1269.421785
760.6510167,1002.013783,1002.134164,1386.073974
304.4326152,999.9816766,997.6829069,1455.832292
543.3206422,998.0875188,1001.335095,1625.711307
399.866519,1000.411893,998.5966046,1134.504249
585.1682144,1002.148209,999.9952096,1081.071709
484.229812,1000.459549,999.6024893,1755.031019
425.843651,1000.791351,998.8934543,1350.842402
550.4749493,1000.512377,1000.384437,1544.448407
325.7948026,999.9923672,998.0549136,1122.02364
364.0350138,998.359239,999.2390541,1173.799147
439.4965352,1000.393584,999.1778168,1213.7857
518.2631243,999.9364673,1000.236873,1379.08667
693.9884929,1001.18096,1001.711467,1213.446214
512.5957017,999.0053072,1000.584697,1657.795002
257.7119972,998.5438729,997.9299982,1837.236936
524.3243803,999.81328,1000.375195,1980.094237
402.1955134,998.8068757,999.4172953,1070.112086
579.8517865,1002.715403,999.6504561,1688.182929
476.0712297,999.5839844,1000.044136,1229.81406
411.1842387,1000.597301,998.7795954,1615.688448
367.7635424,1000.078478,998.4461936,1118.262336
400.6349519,1000.077751,998.8231961,1804.450474
609.5807075,1000.3315,1001.068971,1866.700236
612.4702561,1001.261806,1000.696289,1937.979047
366.3818868,999.2636568,998.8871272,1639.075392
485.5039,999.698943,1000.019485,1310.859214
443.3970356,999.8414866,999.4498248,1893.645656
479.5690677,998.9041725,1000.225239,1642.564706
559.6984891,1000.165069,1000.665465,1733.415267
432.8216199,998.5578021,999.7520666,1502.154934
328.205504,999.1616288,998.4337815,1257.797705
524.3711955,1000.557862,1000.054317,1192.306089
552.7789351,1001.002555,1000.023836,1520.513196
630.6136393,999.4017538,1001.769726,1189.58574
424.8107861,1000.769336,998.8061671,1137.787752
375.1375472,998.7717779,999.2316931,1743.001735
338.9337012,998.802498,998.6766181,1598.739558
574.7400108,999.0941553,1001.231154,1512.162655
355.8148513,999.9148278,998.422503,1402.168665
378.7933971,999.2667294,998.9916585,1154.129194
555.999787,998.1896401,1001.449758,1836.819699
642.3708192,1000.350732,1001.491995,1354.921363
347.8763133,998.5523867,998.9606705,1953.756529
330.0823023,998.9124325,998.4851283,1850.69878
392.7043683,1000.927696,998.3205242,1952.62411
519.3264096,999.8139727,1000.344308,1390.07914
612.7537015,1000.913977,1000.912222,1746.9131
469.2468605,1000.062966,999.5885475,1918.825757
460.319991,1000.671523,999.2184731,1842.944998
646.2592859,999.4703525,1001.870353,1471.670353
452.7344994,1000.499845,999.2078832,1775.853864
446.6617038,1000.25179,999.307688,1098.779739
392.5778738,999.0104134,999.3133804,1263.161897
419.1123504,999.6408,999.220615,1251.430708
485.6714038,1000.547543,999.5958952,1398.071719
533.550746,999.6639182,1000.587923,1256.125921
558.6879695,1000.216101,1000.553772,1865.384936
433.4151443,999.5306068,999.5175267,1926.524067
572.6784321,1000.60907,1000.562754,1980.585912
474.3492988,1001.408194,999.1264265,1360.26731
587.4556674,1001.019104,1000.51666,1627.767882
603.6048816,1000.026779,1001.226686,1744.626733
679.8950229,998.5971239,1002.666308,1964.631716
454.0284118,998.4553157,1000.137674,1317.296495
641.2963611,1001.185025,1001.099978,1228.142501
523.1264343,999.4621812,1000.550303,1535.006242
451.8644194,1000.568162,999.2504078,1569.909285
369.914513,999.6480692,998.7529582,1651.200514
602.1202498,1000.270143,1001.07789,1711.674017
589.2837977,999.9895918,1000.979298,1118.484445
552.3587431,999.4249498,1000.898388,1511.161669
497.8207775,1000.394216,999.7150608,1941.054638
645.7084402,1000.14957,1001.578152,1261.863861
299.3944142,1000.392232,997.5955865,1924.993909
416.3753032,998.7939291,999.7376436,1708.265786
371.2241036,997.615476,999.5744079,1501.594942
305.4222122,1000.872374,997.3879267,1594.13015
476.1949752,999.9057637,999.8884834,1625.897124
718.2565399,999.8841393,1002.533481,1110.20881
481.6458132,1000.259606,999.666103,1942.962854
449.7972121,999.5383592,999.6477576,1197.593058
423.1308962,1000.896308,998.6983693,1248.797338
487.2327681,999.5659435,1000.016217,1230.79108
486.7441445,999.2341993,1000.258502,1564.74635
333.0808734,1000.419699,997.8785742,1685.149136
560.1354366,1000.573658,1000.410108,1332.491883
711.6577733,1000.355164,1002.203494,1916.279329
424.6110882,998.4509105,999.8752596,1654.163085
367.88499,1000.745433,998.2419449,1753.493689
502.8467149,1000.806804,999.6748117,1268.240808
661.1643686,1001.691086,1001.05262,1568.371853
422.4424354,999.7093372,999.2336824,1916.47151
612.7279103,1000.746747,1000.904334,1954.825541
526.4475195,999.0570409,1000.755542,1397.906291
462.8816308,1000.102383,999.4766181,1948.789501
574.5783777,1000.579287,1000.595335,1565.587311
477.8062599,999.585837,999.9505155,1229.768176
431.1886968,999.6826735,999.3678953,1807.525284
596.2716168,1000.386169,1000.822069,1838.604119
367.0456173,998.8625673,999.1566211,1341.009594
610.2965019,1000.110483,1001.178235,1097.644359
573.8382696,1000.460414,1000.554962,1224.507688
561.6815936,999.2785341,1001.017514,1198.148024
316.9505926,999.899769,997.9999574,1132.949863
353.7833946,999.7615014,998.4180241,1314.089763
462.2423973,999.3194784,999.9650895,1229.642284
395.7453135,999.5584923,998.961784,1644.260138
461.179445,999.3375545,999.8965378,1490.617046
265.3188349,1000.598779,997.0354847,1406.817132
516.2860376,1000.13886,1000.079209,1340.109035
495.5435853,1000.776799,999.5038947,1271.140347
655.0298841,1000.850818,1001.271074,1622.060946
361.9692856,1001.000177,998.0096956,1690.504936
383.9344155,998.0393743,999.6264675,1410.832921
339.212233,999.6419418,998.3705627,1766.006252
438.9769914,1000.517085,999.0863586,1203.801722
518.3603954,1000.680892,999.7214312,1410.201162
587.0691899,1000.046894,1000.954486,1062.50069
513.5885106,1001.376362,999.5240451,1572.450203
541.1289475,998.7850204,1001.024612,1057.904816
318.2422866,999.7471792,998.053113,1666.900146
407.4105059,999.5414087,999.1940976,1139.367753
401.5399623,1000.472427,998.7098449,1852.591136
530.2762592,999.3086351,1000.702749,1780.005692
421.5295115,997.7513412,1000.182478,1751.966909
509.0580575,1000.818648,999.6300459,1353.224347
460.1838563,998.9440824,1000.042814,1737.493448
387.8927246,998.3344931,999.5285184,1375.931506
560.9377906,1000.188717,1000.540997,1876.364857
586.5598065,1001.465353,1000.236417,1898.850885
426.3627846,998.4442305,999.7988482,1183.121539
479.9191566,1001.380441,999.0823974,1579.231419
525.7046566,999.3780247,1000.612409,1133.995217
555.4208713,1001.204704,1000.031633,1531.618168
530.6830145,999.0709937,1000.695536,1834.883265
469.8723866,1000.571033,999.399176,1404.985104
606.3150518,1001.6746,1000.448466,1056.061533
364.8521078,999.9605017,998.464613,1579.212557
360.1607812,999.1165638,998.8038426,1699.960203
425.1061585,999.6799094,999.2293818,1838.454646
365.5608775,999.3361659,998.778176,1983.057171
480.2301228,999.8583212,999.9125679,1189.885445
533.4842626,1000.341488,1000.289595,1797.315542
477.3213601,1001.594323,998.9566789,1756.275501
685.0730653,1002.08863,1001.028923,1929.558776
595.853638,1000.799697,1000.718958,1671.759327
510.8785786,998.2638401,1000.920301,1636.59207
403.6995492,999.8013991,999.0226848,1413.412042
493.9642074,999.2675297,1000.342251,1892.80489
368.9200954,1000.391312,998.3671211,1493.379217
549.8476201,999.8234545,1000.643147,1865.233301
601.7678084,1001.035632,1000.651231,1152.843431
508.2038913,1000.478535,999.7950905,1118.136813
418.9300452,999.664151,999.1563801,1795.410266
564.3682236,1001.899957,999.873382,1634.88667
604.110661,999.8801954,1001.332065,1723.60613
599.2805067,1000.774816,1000.740577,1402.757696
527.8807723,1000.198066,1000.374206,1839.286136
547.0728669,1000.756307,1000.135699,1405.446003
576.8926402,1001.538662,1000.171348,1871.855005
491.8028122,999.6197783,1000.19993,1082.909854
518.7063022,1000.249551,1000.130122,1718.189837
532.6265316,1000.10982,1000.298295,1062.204057
685.2165408,1000.119158,1002.003165,1591.061161
441.3872401,1000.422919,999.1136312,1187.768275
315.518929,999.1651153,998.3643916,1724.764753
581.5114381,999.5454262,1001.104137,1632.324782
585.1566919,1000.800779,1000.613454,1484.707116
481.206149,1000.347341,999.6949362,1600.021139
470.460518,1001.0365,999.2190503,1967.127775
535.5436758,999.4876595,1000.630712,1670.059186
489.057552,999.3200789,1000.106093,1884.713086
731.5095584,1000.163037,1002.562477,1611.362757
539.7932304,999.6351321,1000.638413,1781.136772
421.2679558,997.8955969,1000.085865,1657.990731
480.599115,1000.208219,999.6930885,1145.950654
530.2103988,1000.507948,1000.114803,1782.311375
464.1158701,1000.487729,999.3212914,1784.90451
633.4727288,1001.606533,1000.802683,1707.204608
449.4161188,1000.548428,999.2171762,1443.882802
635.3470661,1000.950321,1001.157093,1089.053707
537.2492281,1000.173771,1000.494971,1697.334371
572.3806506,999.3926515,1001.176235,1798.284443
553.9046288,1000.333062,1000.43588,1916.384471
616.510601,1000.633037,1000.949191,1689.791114
402.2963187,999.5412156,999.1411433,1905.341179
456.8999524,998.8595977,1000.014212,1183.436905
505.7472641,1000.255562,999.9051569,1487.08036
601.6384958,999.7456078,1001.195694,1805.470651
510.886612,998.7024202,1000.689209,1768.695814
556.8320971,1000.011682,1000.680526,1984.346104
379.1098206,999.4876319,998.8657016,1597.176667
453.4968122,999.2250856,999.7718235,1063.498455
594.6866457,1001.742872,1000.350408,1226.04664
567.4636877,1001.101464,1000.296578,1794.699021
498.9283394,999.3085994,1000.408076,1440.858338
413.1007145,999.7827459,999.137535,1879.46014
437.1817974,999.4229183,999.5038395,1245.463379
699.733841,1000.307254,1002.128456,1964.217855
351.4290806,1000.310799,998.1299824,1507.220391
593.2305194,1002.393728,999.9286287,1560.161178
544.18131,1001.214599,999.8385241,1687.526562
438.7637159,999.463098,999.559944,1120.511521
446.8769875,999.3022235,999.7473669,1697.524795
471.9943597,1001.401593,999.0178696,1884.209731
461.1406242,1001.634076,998.8095039,1768.22179
689.1734889,1001.209291,1001.521306,1363.365298
521.7969925,999.2711789,1000.51973,1475.895454
603.8875774,1000.42322,1001.004051,1405.713635
655.3914032,999.0967379,1002.160752,1066.628745
369.7858254,998.7818737,999.100538,1620.941206
509.8418863,999.557607,1000.266792,1975.9122
475.1758577,999.7177387,999.8226467,1546.770193
338.0902386,998.2993191,998.8997079,1048.599514
480.806168,998.9806552,1000.371496,1931.676076
587.3077703,1000.243491,1000.927908,1151.5857
503.3900014,999.0333418,1000.441187,1933.737265
518.1278834,1000.263382,1000.079855,1641.171618
506.3392986,1000.259987,1000.037393,1863.14869
647.3615596,1000.065919,1001.588964,1531.827442
453.1382414,1000.912768,999.0859714,1484.99937
396.0499848,1000.065261,998.8976754,1547.481468
612.5053394,998.8351353,1001.884064,1832.3596
618.9336346,1001.708655,1000.545687,1967.127171
524.5689546,1001.229917,999.6440087,1648.436963
666.0622255,1000.454984,1001.691875,1498.07343
657.9549143,1001.859318,1001.026841,1330.443079
496.0690496,999.4993493,1000.186771,1808.84306
524.3839384,999.2996824,1000.550251,1311.924967
461.4904899,1000.454155,999.3632188,1860.908687
433.9983845,1000.061175,999.216462,1281.638818
572.3130539,1000.824899,1000.355815,1749.590357
451.9264153,1001.019216,998.8683186,1789.943767
362.6880758,1000.218675,998.3838953,1633.301285
514.8947442,1000.371927,1000.030364,1293.201145
427.3695698,999.6742638,999.2576416,1152.465953
435.5136245,998.7792892,999.7674449,1456.273367
566.2717256,1000.55653,1000.535638,1430.546084
452.3723833,999.9925772,999.4153923,1737.703985
375.6230236,999.6712561,998.778753,1553.225005
466.4902006,999.735067,999.7117705,1535.723419
465.1780291,998.3172505,1000.349387,1152.333319
405.4001656,999.6168755,999.1442915,1302.380584
427.7412622,1000.272325,999.080794,1382.67656
358.8506132,1000.433464,998.2272943,1952.330379
481.5334627,999.7536479,999.928022,1780.840835
358.680112,998.6879405,999.0296735,1389.858807
375.3118021,1000.553277,998.3228391,1322.438058
550.1424625,1000.400656,1000.392427,1639.396542
556.5439756,999.748595,1000.706559,1833.227577
595.3809465,1000.847629,1000.687312,1389.76747
